"","ID","ID-2","Zscore"
"122-18-9","122-18-9","122-18-9",0.628660356476628
"230954-09-3","230954-09-3","230954-09-3",0.0793625107105885
"2451-62-9","2451-62-9","2451-62-9",2.70066111589431
"919-30-2","919-30-2","919-30-2",0.0673836333428743
"264618-44-2","264618-44-2","264618-44-2",1.41278700440091
"27253-33-4","27253-33-4","27253-33-4",0.614433188134809
"80-05-7","80-05-7","80-05-7",0.658917712853008
"97-23-4","97-23-4","97-23-4",0.678366804662799
"207736-05-8","207736-05-8","207736-05-8",0.290151439097256
"77-90-7","77-90-7","77-90-7",0.361239822580117
"962-58-3","962-58-3","962-58-3",0.485525181249846
"72-43-5","72-43-5","72-43-5",0.286637572867794
"124-07-2","124-07-2","124-07-2",0.822177322092085
"17557-23-2","17557-23-2","17557-23-2",0.720230112957512
"122-99-6","122-99-6","122-99-6",0.924837425003919
"827-19-0","827-19-0","827-19-0",0.585285024386346
"112-50-5","112-50-5","112-50-5",0.177999256864408
"122-73-6","122-73-6","122-73-6",0.926474813793274
"126-07-8","126-07-8","126-07-8",0.356583518612145
"135590-91-9","135590-91-9","135590-91-9",0.633417738820967
"1907-65-9","1907-65-9","1907-65-9",0.827460877782531
"79-19-6","79-19-6","79-19-6",0.376954586204792
"88-85-7","88-85-7","88-85-7",0.29265278421875
"103-26-4","103-26-4","103-26-4",1.21370314670908
"145-73-3","145-73-3","145-73-3",0.212527770963495
"105-99-7","105-99-7","105-99-7",0.589076309143176
"92-52-4","92-52-4","92-52-4",0.0321279479106272
"102-27-2","102-27-2","102-27-2",0.836783972503976
"79538-32-2","79538-32-2","79538-32-2",0.632073462733003
"686756-87-6","686756-87-6","686756-87-6",0.672564003862941
"120-55-8","120-55-8","120-55-8",0.695419614906286
"1885-29-6","1885-29-6","1885-29-6",0.338474829446278
"35256-85-0","35256-85-0","35256-85-0",1.18335856006169
"80-27-3","80-27-3","80-27-3",1.22774812590523
"26644-46-2","26644-46-2","26644-46-2",0.86830397141769
"2694-54-4","2694-54-4","2694-54-4",0.470341633181376
"1024-57-3","1024-57-3","1024-57-3",1.34553251050494
"26530-20-1","26530-20-1","26530-20-1",0.392694504846124
"91-22-5","91-22-5","91-22-5",0.532345969961658
"84-75-3","84-75-3","84-75-3",0.636411406128854
"34256-82-1","34256-82-1","34256-82-1",1.23226235045754
"612-83-9","612-83-9","612-83-9",0.0450748472989983
"140-53-4","140-53-4","140-53-4",1.54520153658033
"55179-31-2","55179-31-2","55179-31-2",0.253908864084683
"123-92-2","123-92-2","123-92-2",1.04722251713478
"108-03-2","108-03-2","108-03-2",0.153703669208011
"94-96-2","94-96-2","94-96-2",0.949045217099116
"118-47-8","118-47-8","118-47-8",0.0143655990198306
"120-56-9","120-56-9","120-56-9",0.248207798574334
"95-48-7","95-48-7","95-48-7",0.735880334295333
"100-37-8","100-37-8","100-37-8",0.279890306545783
"116-66-5","116-66-5","116-66-5",0.0215925973399079
"3388-04-3","3388-04-3","3388-04-3",0.0107591439506051
"197077-55-7","197077-55-7","197077-55-7",1.53212568086722
"79-30-1","79-30-1","79-30-1",0.131948347524268
"5870-93-9","5870-93-9","5870-93-9",1.07867011033111
"619-73-8","619-73-8","619-73-8",0.0743210198773259
"106-23-0","106-23-0","106-23-0",0.614103304739218
"63-05-8","63-05-8","63-05-8",0.0437464337679227
"93-16-3","93-16-3","93-16-3",1.13255537910262
"110-97-4","110-97-4","110-97-4",0.643070341618954
"37764-25-3","37764-25-3","37764-25-3",0.850669550426701
"95-87-4","95-87-4","95-87-4",0.873920604301924
"50-70-4","50-70-4","50-70-4",0.440837197881901
"4130-42-1","4130-42-1","4130-42-1",0.293364178616433
"2605-79-0","2605-79-0","2605-79-0",0.382864728318899
"57-14-7","57-14-7","57-14-7",0.241635288034021
"1762-95-4","1762-95-4","1762-95-4",1.79916716518736
"149-30-4","149-30-4","149-30-4",0.00398812233756715
"3697-42-5","3697-42-5","3697-42-5",1.94073469210595
"7005-72-3","7005-72-3","7005-72-3",0.818528984746341
"98-07-7","98-07-7","98-07-7",0.266700728326001
"88-30-2","88-30-2","88-30-2",0.253500572646926
"112-42-5","112-42-5","112-42-5",0.587143188354806
"115-95-7","115-95-7","115-95-7",1.15711419818309
"4437-85-8","4437-85-8","4437-85-8",0.442102268486998
"52-76-6","52-76-6","52-76-6",1.0061611166305
"62-23-7","62-23-7","62-23-7",0.199442475576977
"55335-06-3","55335-06-3","55335-06-3",0.00160885807461295
"57-91-0","57-91-0","57-91-0",0.289172141869371
"556-61-6","556-61-6","556-61-6",0.721724803525168
"611-59-6","611-59-6","611-59-6",0.656434864623869
"111-11-5","111-11-5","111-11-5",1.00801536020975
"19666-30-9","19666-30-9","19666-30-9",0.313431133356236
"116-17-6","116-17-6","116-17-6",2.14298307990271
"92-04-6","92-04-6","92-04-6",0.561377884879088
"88-58-4","88-58-4","88-58-4",0.424035800114274
"100-51-6","100-51-6","100-51-6",0.33024449136937
"512-56-1","512-56-1","512-56-1",0.592480719535278
"75-12-7","75-12-7","75-12-7",1.00224584757306
"106-22-9","106-22-9","106-22-9",0.633977428601375
"117-80-6","117-80-6","117-80-6",0.582460765433129
"67485-29-4","67485-29-4","67485-29-4",0.913617254831585
"22915-73-7","22915-73-7","22915-73-7",0.770415278152186
"98-86-2","98-86-2","98-86-2",1.00978405466727
"100-00-5","100-00-5","100-00-5",0.169723635432678
"1095-90-5","1095-90-5","1095-90-5",0.970445988291528
"106-65-0","106-65-0","106-65-0",0.374338690084666
"184653-84-7","184653-84-7","184653-84-7",0.635754862561369
"51-28-5","51-28-5","51-28-5",0.00677881742854319
"119-61-9","119-61-9","119-61-9",0.795674691039961
"3926-62-3","3926-62-3","3926-62-3",0.710081641680041
"31482-56-1","31482-56-1","31482-56-1",0.0403703697707652
"76-44-8","76-44-8","76-44-8",1.40342080089883
"95-50-1","95-50-1","95-50-1",0.2051060860379
"18924-66-8","18924-66-8","18924-66-8",0.0618056644079036
"115-77-5","115-77-5","115-77-5",0.423213498525325
"78-40-0","78-40-0","78-40-0",0.0477086494180593
"3811-73-2","3811-73-2","3811-73-2",0.054180090115018
"144-49-0","144-49-0","144-49-0",0.597596993679802
"147526-32-7","147526-32-7","147526-32-7",0.228032643534324
"4553-62-2","4553-62-2","4553-62-2",1.18245925188707
"80-43-3","80-43-3","80-43-3",0.219644187180714
"6610-29-3","6610-29-3","6610-29-3",0.0202802167928488
"112-27-6","112-27-6","112-27-6",0.340856708698228
"91-20-3","91-20-3","91-20-3",0.0164582060850311
"113-48-4","113-48-4","113-48-4",0.359923186457503
"473-55-2","473-55-2","473-55-2",2.23078305179839
"54-31-9","54-31-9","54-31-9",0.112295570031589
"104-54-1","104-54-1","104-54-1",0.512426171461271
"NOCAS_47342","NOCAS_47342","NOCAS_47342",0.502710355387542
"54464-57-2","54464-57-2","54464-57-2",0.154250585085152
"20120-33-6","20120-33-6","20120-33-6",0.128586944496296
"1120-36-1","1120-36-1","1120-36-1",0.471371248989724
"67-20-9","67-20-9","67-20-9",0.376706668662427
"489-01-0","489-01-0","489-01-0",0.598118715553694
"25606-41-1","25606-41-1","25606-41-1",0.629263122586235
"110-15-6","110-15-6","110-15-6",0.273395194294243
"131-11-3","131-11-3","131-11-3",1.04865859949225
"112-63-0","112-63-0","112-63-0",0.307520402314543
"124-76-5","124-76-5","124-76-5",0.382432937522267
"171118-09-5","171118-09-5","171118-09-5",0.459875887366162
"118-56-9","118-56-9","118-56-9",1.08078053990185
"111-62-6","111-62-6","111-62-6",0.0498319426615412
"65-85-0","65-85-0","65-85-0",0.72445258350956
"10265-92-6","10265-92-6","10265-92-6",0.171079126811159
"827-94-1","827-94-1","827-94-1",0.115051845550549
"87-13-8","87-13-8","87-13-8",0.264513536781478
"149062-75-9","149062-75-9","149062-75-9",0.461841011615998
"30516-87-1","30516-87-1","30516-87-1",0.0888418777839118
"70-30-4","70-30-4","70-30-4",0.448073411989475
"96-45-7","96-45-7","96-45-7",0.151782399103418
"10016-20-3","10016-20-3","10016-20-3",15.3208427607826
"143-22-6","143-22-6","143-22-6",0.165809986392367
"82640-04-8","82640-04-8","82640-04-8",0.896250614359655
"97-78-9","97-78-9","97-78-9",0.77716272124811
"94-46-2","94-46-2","94-46-2",1.30409847865644
"110-80-5","110-80-5","110-80-5",0.0990448447434933
"111-82-0","111-82-0","111-82-0",0.683363093716579
"540-18-1","540-18-1","540-18-1",1.1090862101121
"2058-46-0","2058-46-0","2058-46-0",1.89518046582684
"2008-41-5","2008-41-5","2008-41-5",0.733861552467483
"79-14-1","79-14-1","79-14-1",0.355285994285828
"109-86-4","109-86-4","109-86-4",0.261369232660963
"624-18-0","624-18-0","624-18-0",0.0659813145873567
"96182-53-5","96182-53-5","96182-53-5",0.381328862669829
"7378-99-6","7378-99-6","7378-99-6",0.344736412464507
"110-27-0","110-27-0","110-27-0",0.328998184640052
"33693-04-8","33693-04-8","33693-04-8",0.0279401636368258
"328-84-7","328-84-7","328-84-7",0.10982669410577
"623-33-6","623-33-6","623-33-6",0.572180149950105
"999-97-3","999-97-3","999-97-3",2.61856937312338
"137-42-8","137-42-8","137-42-8",0.581443367178445
"5131-66-8","5131-66-8","5131-66-8",0.878857505336069
"60-54-8","60-54-8","60-54-8",1.41553844931624
"108-32-7","108-32-7","108-32-7",0.106098696322426
"1678-91-7","1678-91-7","1678-91-7",0.086665569463163
"98886-44-3","98886-44-3","98886-44-3",0.0286229684111067
"145742-28-5","145742-28-5","145742-28-5",0.0167732828484539
"6842-15-5","6842-15-5","6842-15-5",0.138598648581427
"51-79-6","51-79-6","51-79-6",0.177617120870811
"10161-33-8","10161-33-8","10161-33-8",0.109628210307151
"50-78-2","50-78-2","50-78-2",1.15601652685162
"111-69-3","111-69-3","111-69-3",1.39188692060267
"15310-01-7","15310-01-7","15310-01-7",0.164987048645093
"35691-65-7","35691-65-7","35691-65-7",1.12591839116693
"291305-06-1","291305-06-1","291305-06-1",0.331141663571919
"463-40-1","463-40-1","463-40-1",0.394299282003798
"137-66-6","137-66-6","137-66-6",0.366441449624744
"78-70-6","78-70-6","78-70-6",1.03875102183792
"88-18-6","88-18-6","88-18-6",1.03624717286422
"957-51-7","957-51-7","957-51-7",0.984988462364901
"50-65-7","50-65-7","50-65-7",0.419577504583252
"60-01-5","60-01-5","60-01-5",0.587985681422182
"86-73-7","86-73-7","86-73-7",0.00168265043117948
"650-51-1","650-51-1","650-51-1",0.977777109657279
"134-03-2","134-03-2","134-03-2",0.304739831741301
"124-19-6","124-19-6","124-19-6",0.601641938689808
"54593-83-8","54593-83-8","54593-83-8",0.139138442458076
"99-99-0","99-99-0","99-99-0",0.340800720149162
"2445-77-4","2445-77-4","2445-77-4",0.950183908851713
"85-22-3","85-22-3","85-22-3",2.05844281527708
"123-25-1","123-25-1","123-25-1",0.679809404683639
"151-05-3","151-05-3","151-05-3",1.38881870419578
"627-30-5","627-30-5","627-30-5",0.331882419173909
"NOCAS_47325","NOCAS_47325","NOCAS_47325",0.817583844487117
"7540-51-4","7540-51-4","7540-51-4",0.647753205904151
"57-63-6","57-63-6","57-63-6",0.748408831140081
"107-92-6","107-92-6","107-92-6",0.464420946820961
"1634-78-2","1634-78-2","1634-78-2",0.109873169646911
"617-89-0","617-89-0","617-89-0",0.0831746281778187
"1934-21-0","1934-21-0","1934-21-0",1.64153812017972
"108-89-4","108-89-4","108-89-4",0.104195636161556
"106-27-4","106-27-4","106-27-4",1.010392325575
"66357-35-5","66357-35-5","66357-35-5",0.0348455783943721
"60-51-5","60-51-5","60-51-5",0.0313328616343162
"21725-46-2","21725-46-2","21725-46-2",0.191068577269556
"145701-21-9","145701-21-9","145701-21-9",0.417747963709852
"113136-77-9","113136-77-9","113136-77-9",0.326265025924759
"1212-29-9","1212-29-9","1212-29-9",0.0971682283486796
"50892-23-4","50892-23-4","50892-23-4",0.602341018463787
"124-18-5","124-18-5","124-18-5",0.478135165113231
"29122-68-7","29122-68-7","29122-68-7",0.812054881653337
"556-52-5","556-52-5","556-52-5",0.180922568769038
"NOCAS_47377","NOCAS_47377","NOCAS_47377",2.14338093523085
"107-51-7","107-51-7","107-51-7",3.59342583538253
"139-02-6","139-02-6","139-02-6",0.203874212287741
"52806-53-8","52806-53-8","52806-53-8",0.228812104520887
"1702-17-6","1702-17-6","1702-17-6",0.512476011948996
"80-07-9","80-07-9","80-07-9",0.548948591128488
"5598-15-2","5598-15-2","5598-15-2",0.328820406742245
"87-41-2","87-41-2","87-41-2",0.782852651365136
"110-91-8","110-91-8","110-91-8",0.195755270030573
"375-95-1","375-95-1","375-95-1",4.44818329108855
"637-07-0","637-07-0","637-07-0",0.962079912306649
"23089-26-1","23089-26-1","23089-26-1",0.846250327916605
"52-51-7","52-51-7","52-51-7",0.0638639734756965
"6893-02-3","6893-02-3","6893-02-3",3.33954141829294
"27314-13-2","27314-13-2","27314-13-2",0.330838500507487
"56-75-7","56-75-7","56-75-7",0.475792546793985
"6728-26-3","6728-26-3","6728-26-3",0.612745479170692
"NOCAS_47362","NOCAS_47362","NOCAS_47362",0.885597428969121
"85-68-7","85-68-7","85-68-7",0.918843165659088
"68844-77-9","68844-77-9","68844-77-9",0.512132520337199
"142-19-8","142-19-8","142-19-8",1.22046677980564
"1825-21-4","1825-21-4","1825-21-4",0.202767720820132
"148-24-3","148-24-3","148-24-3",0.746170942318101
"169590-42-5","169590-42-5","169590-42-5",0.106162977179833
"579-66-8","579-66-8","579-66-8",0.864227800691628
"108-91-8","108-91-8","108-91-8",0.00478373642664231
"102-71-6","102-71-6","102-71-6",0.186995646602508
"139-87-7","139-87-7","139-87-7",0.274449922820526
"3391-86-4","3391-86-4","3391-86-4",1.02879617895296
"80-15-9","80-15-9","80-15-9",0.705167155742193
"619-50-1","619-50-1","619-50-1",0.423961174328541
"98105-99-8","98105-99-8","98105-99-8",0.167076014858576
"34451-19-9","34451-19-9","34451-19-9",1.20481591584084
"131-57-7","131-57-7","131-57-7",1.06407033256778
"7786-61-0","7786-61-0","7786-61-0",1.09843206752005
"2433-14-9","2433-14-9","2433-14-9",0.125250720835906
"69327-76-0","69327-76-0","69327-76-0",0.502029610353464
"832-69-9","832-69-9","832-69-9",0.315727276797133
"106-43-4","106-43-4","106-43-4",0.1888702680246
"877-24-7","877-24-7","877-24-7",0.709013057854377
"89-04-3","89-04-3","89-04-3",1.35458431912488
"77-06-5","77-06-5","77-06-5",0.857353331030259
"19660-16-3","19660-16-3","19660-16-3",0.0723182709754388
"150-46-9","150-46-9","150-46-9",0.217282447484381
"93-92-5","93-92-5","93-92-5",1.37232435522931
"110-62-3","110-62-3","110-62-3",0.41038681751663
"90-30-2","90-30-2","90-30-2",0.309865374527163
"770-35-4","770-35-4","770-35-4",1.2554516435666
"120-12-7","120-12-7","120-12-7",0.474681465587508
"81334-34-1","81334-34-1","81334-34-1",0.583039272290158
"473289-62-2","473289-62-2","473289-62-2",0.133332330306669
"21245-02-3","21245-02-3","21245-02-3",1.24311471827693
"1156-19-0","1156-19-0","1156-19-0",0.302535737545113
"110-12-3","110-12-3","110-12-3",0.817658828004304
"126-72-7","126-72-7","126-72-7",2.51023107363359
"105-54-4","105-54-4","105-54-4",0.853636085808768
"163515-14-8","163515-14-8","163515-14-8",0.488230564739868
"53-19-0","53-19-0","53-19-0",0.160133578781371
"1031-07-8","1031-07-8","1031-07-8",1.12468009148994
"1062243-51-9","1062243-51-9","1062243-51-9",1.43877641986682
"7011-83-8","7011-83-8","7011-83-8",1.16843481106927
"79-07-2","79-07-2","79-07-2",0.384557273384138
"4098-71-9","4098-71-9","4098-71-9",0.0324374009478846
"1191914-21-2","1191914-21-2","1191914-21-2",1.60984220462417
"5137-55-3","5137-55-3","5137-55-3",1.51450335936602
"69806-40-2","69806-40-2","69806-40-2",0.370202338093457
"87-90-1","87-90-1","87-90-1",0.908944406334437
"58-55-9","58-55-9","58-55-9",0.515795380081172
"102-96-5","102-96-5","102-96-5",0.382882977341857
"17420-30-3","17420-30-3","17420-30-3",0.079239883837809
"36734-19-7","36734-19-7","36734-19-7",0.0184873487116122
"NOCAS_47305","NOCAS_47305","NOCAS_47305",1.88187844770209
"654055-01-3","654055-01-3","654055-01-3",1.10523878451347
"973-21-7","973-21-7","973-21-7",0.150024489408994
"18172-67-3","18172-67-3","18172-67-3",2.01466886013763
"95-56-7","95-56-7","95-56-7",0.358388522080299
"171866-31-2","171866-31-2","171866-31-2",0.180719375838256
"206-44-0","206-44-0","206-44-0",0.633832246378035
"139-40-2","139-40-2","139-40-2",0.0858552877068785
"762-04-9","762-04-9","762-04-9",1.98794162992923
"116-02-9","116-02-9","116-02-9",0.668322554289504
"3296-90-0","3296-90-0","3296-90-0",0.149162292751358
"2078-54-8","2078-54-8","2078-54-8",0.949972916310557
"123-35-3","123-35-3","123-35-3",0.173252964802952
"87-61-6","87-61-6","87-61-6",0.283604809235487
"121552-61-2","121552-61-2","121552-61-2",0.342732929582315
"4940-11-8","4940-11-8","4940-11-8",0.514965598763226
"78-98-8","78-98-8","78-98-8",0.078391699177546
"78-59-1","78-59-1","78-59-1",0.835456882653453
"94-75-7","94-75-7","94-75-7",0.247292768581711
"56375-79-2","56375-79-2","56375-79-2",0.204359484151341
"2554-06-5","2554-06-5","2554-06-5",3.58259128686618
"93-89-0","93-89-0","93-89-0",1.297120529271
"2648-61-5","2648-61-5","2648-61-5",0.875582456355209
"125116-23-6","125116-23-6","125116-23-6",0.332635001021479
"106-32-1","106-32-1","106-32-1",1.10800683393912
"62-75-9","62-75-9","62-75-9",0.499036252176778
"120-32-1","120-32-1","120-32-1",1.02923406740797
"1836-75-5","1836-75-5","1836-75-5",0.727103701408417
"95-83-0","95-83-0","95-83-0",0.158669341354764
"29232-93-7","29232-93-7","29232-93-7",0.326727449900384
"68694-11-1","68694-11-1","68694-11-1",0.458751172970994
"97-52-9","97-52-9","97-52-9",0.850555007465036
"86-50-0","86-50-0","86-50-0",0.0798525484061055
"6358-53-8","6358-53-8","6358-53-8",0.126718603414279
"50-33-9","50-33-9","50-33-9",0.629157929176726
"62924-70-3","62924-70-3","62924-70-3",0.436754110731487
"55-38-9","55-38-9","55-38-9",0.470859228113186
"33228-44-3","33228-44-3","33228-44-3",0.944501759474844
"56-55-3","56-55-3","56-55-3",1.14412120636934
"480-40-0","480-40-0","480-40-0",0.000880908089801584
"136042-19-8","136042-19-8","136042-19-8",1.65303849353607
"94-13-3","94-13-3","94-13-3",1.17259901455413
"82657-04-3","82657-04-3","82657-04-3",0.0234043857374202
"77-09-8","77-09-8","77-09-8",0.395646836876073
"94-86-0","94-86-0","94-86-0",1.19162379102311
"1214-39-7","1214-39-7","1214-39-7",0.0230264562100795
"92-87-5","92-87-5","92-87-5",0.0284863710921186
"23726-91-2","23726-91-2","23726-91-2",0.922804515011225
"732-11-6","732-11-6","732-11-6",0.0785178083023145
"52-01-7","52-01-7","52-01-7",0.725987258203355
"2243-62-1","2243-62-1","2243-62-1",0.45823677729515
"79-94-7","79-94-7","79-94-7",1.35964584403733
"129630-19-9","129630-19-9","129630-19-9",0.0264206050359955
"20325-40-0","20325-40-0","20325-40-0",0.226809086751662
"121-75-5","121-75-5","121-75-5",0.0304183116888634
"500-38-9","500-38-9","500-38-9",0.245205552400739
"10222-01-2","10222-01-2","10222-01-2",1.05768086609021
"439687-69-1","439687-69-1","439687-69-1",1.70470936031397
"101-05-3","101-05-3","101-05-3",0.0136542751309786
"120983-64-4","120983-64-4","120983-64-4",0.331159621580661
"91-59-8","91-59-8","91-59-8",0.0319355658394253
"94-18-8","94-18-8","94-18-8",1.12274082976429
"97-56-3","97-56-3","97-56-3",0.257226652998845
"56-72-4","56-72-4","56-72-4",0.179642183898727
"105512-06-9","105512-06-9","105512-06-9",0.64315312170211
"101-77-9","101-77-9","101-77-9",0.316442333869359
"106-50-3","106-50-3","106-50-3",0.0575870238649659
"583-78-8","583-78-8","583-78-8",0.407625585989383
"80-09-1","80-09-1","80-09-1",0.442511995265135
"119-93-7","119-93-7","119-93-7",0.0170045143750943
"NOCAS_48514","NOCAS_48514","NOCAS_48514",0.460333224254564
"128639-02-1","128639-02-1","128639-02-1",0.0255606822881346
"23128-74-7","23128-74-7","23128-74-7",2.57940155999406
"119-90-4","119-90-4","119-90-4",0.239560346700719
"95-69-2","95-69-2","95-69-2",0.607298723760739
"26172-55-4","26172-55-4","26172-55-4",0.302793390047608
"842-07-9","842-07-9","842-07-9",0.288282068175109
"17354-14-2","17354-14-2","17354-14-2",0.558547198985356
"212141-51-0","212141-51-0","212141-51-0",0.0699537948570493
"178928-70-6","178928-70-6","178928-70-6",0.13472350889885
"333-41-5","333-41-5","333-41-5",0.603711927965557
"81-90-3","81-90-3","81-90-3",0.133839286860205
"106-44-5","106-44-5","106-44-5",0.372372712548249
"1912-24-9","1912-24-9","1912-24-9",0.134533652659067
"1570-64-5","1570-64-5","1570-64-5",0.510557806066064
"127-47-9","127-47-9","127-47-9",0.199872684539948
"87546-18-7","87546-18-7","87546-18-7",0.0893136974516488
"602-01-7","602-01-7","602-01-7",0.318675387674614
"580-51-8","580-51-8","580-51-8",0.688820213504592
"135-88-6","135-88-6","135-88-6",0.342429703823963
"118-79-6","118-79-6","118-79-6",0.944196043433756
"1747-60-0","1747-60-0","1747-60-0",0.307220516987337
"349495-42-7","349495-42-7","349495-42-7",0.453483749794409
"1034-01-1","1034-01-1","1034-01-1",0.734784812824447
"NOCAS_47248","NOCAS_47248","NOCAS_47248",0.124514813071795
"99607-70-2","99607-70-2","99607-70-2",0.890553378933905
"253450-09-8","253450-09-8","253450-09-8",0.123787309677687
"35554-44-0","35554-44-0","35554-44-0",0.496669566181138
"25311-71-1","25311-71-1","25311-71-1",0.614840911809519
"88-06-2","88-06-2","88-06-2",0.0389237360264513
"210826-40-7","210826-40-7","210826-40-7",0.877901633941986
"56-38-2","56-38-2","56-38-2",0.618420269490963
"85532-75-8","85532-75-8","85532-75-8",0.386889609999935
"101-37-1","101-37-1","101-37-1",0.119474002416959
"364-76-1","364-76-1","364-76-1",0.765423626898322
"2835-95-2","2835-95-2","2835-95-2",0.830065187549005
"101-54-2","101-54-2","101-54-2",0.536300500191856
"133855-98-8","133855-98-8","133855-98-8",0.197104922561868
"33629-47-9","33629-47-9","33629-47-9",0.237605873619951
"NOCAS_47330","NOCAS_47330","NOCAS_47330",0.784223271926246
"99-71-8","99-71-8","99-71-8",0.483284665427028
"95-76-1","95-76-1","95-76-1",0.0398739351905354
"58-18-4","58-18-4","58-18-4",0.123003403283332
"2921-88-2","2921-88-2","2921-88-2",0.269272167058271
"128-95-0","128-95-0","128-95-0",0.602736251935068
"106-47-8","106-47-8","106-47-8",0.365197341489614
"122931-48-0","122931-48-0","122931-48-0",1.21147467038898
"35400-43-2","35400-43-2","35400-43-2",0.123552044026447
"15299-99-7","15299-99-7","15299-99-7",0.955369435002962
"950-37-8","950-37-8","950-37-8",0.557963810368718
"79241-46-6","79241-46-6","79241-46-6",0.388714294396125
"50594-66-6","50594-66-6","50594-66-6",0.0466194370228097
"NOCAS_47366","NOCAS_47366","NOCAS_47366",0.669137340050438
"61949-76-6","61949-76-6","61949-76-6",0.392968309022536
"105-67-9","105-67-9","105-67-9",0.303287052239818
"42509-80-8","42509-80-8","42509-80-8",0.298403546615921
"610-39-9","610-39-9","610-39-9",0.199490730848898
"124-94-7","124-94-7","124-94-7",0.617306287098482
"120-80-9","120-80-9","120-80-9",0.439426231071677
"135-57-9","135-57-9","135-57-9",0.865240836396132
"563-12-2","563-12-2","563-12-2",1.56247360200009
"71283-80-2","71283-80-2","71283-80-2",0.0110009481642738
"290352-28-2","290352-28-2","290352-28-2",0.165099271393675
"117-79-3","117-79-3","117-79-3",0.694494292571762
"NOCAS_47349","NOCAS_47349","NOCAS_47349",1.04628210977032
"67747-09-5","67747-09-5","67747-09-5",0.284552043184687
"520-36-5","520-36-5","520-36-5",0.222796858454039
"618-45-1","618-45-1","618-45-1",1.00129415868765
"31519-22-9","31519-22-9","31519-22-9",0.471769954669488
"611-20-1","611-20-1","611-20-1",0.461411793280276
"2832-40-8","2832-40-8","2832-40-8",0.597143490542315
"68555-86-2","68555-86-2","68555-86-2",1.10595986667085
"117-81-7","117-81-7","117-81-7",0.153837721369209
"2392-39-4","2392-39-4","2392-39-4",1.33005049820565
"162706-14-1","162706-14-1","162706-14-1",0.162893303100784
"103361-09-7","103361-09-7","103361-09-7",1.04198984689481
"612-82-8","612-82-8","612-82-8",0.00192392173298397
"41481-66-7","41481-66-7","41481-66-7",0.469976250289
"199171-88-5","199171-88-5","199171-88-5",0.294439853443157
"23422-53-9","23422-53-9","23422-53-9",0.647747218953595
"2479-46-1","2479-46-1","2479-46-1",0.192933554019447
"100-02-7","100-02-7","100-02-7",0.119241797959228
"834-12-8","834-12-8","834-12-8",0.106719767248681
"122-34-9","122-34-9","122-34-9",0.0664950464781245
"59-50-7","59-50-7","59-50-7",0.485290881127372
"99-55-8","99-55-8","99-55-8",0.454081173968766
"65277-42-1","65277-42-1","65277-42-1",0.784429697442832
"31218-83-4","31218-83-4","31218-83-4",0.536766207525834
"91-53-2","91-53-2","91-53-2",0.987172497216589
"104-67-6","104-67-6","104-67-6",1.06205267249824
"460081-99-6","460081-99-6","460081-99-6",0.204039445652084
"139340-56-0","139340-56-0","139340-56-0",0.396959590841762
"220860-50-4","220860-50-4","220860-50-4",0.166268315361959
"99-76-3","99-76-3","99-76-3",0.623424513835025
"2687-25-4","2687-25-4","2687-25-4",0.452245206102766
"78-30-8","78-30-8","78-30-8",0.532533432676001
"NOCAS_47299","NOCAS_47299","NOCAS_47299",0.0434297358154423
"120-71-8","120-71-8","120-71-8",0.925517192150243
"80-08-0","80-08-0","80-08-0",0.418183579438027
"2642-71-9","2642-71-9","2642-71-9",0.0298702145393646
"101-61-1","101-61-1","101-61-1",0.158816869605558
"122-14-5","122-14-5","122-14-5",0.541610596674986
"2497-06-5","2497-06-5","2497-06-5",0.0812851098583857
"2104-64-5","2104-64-5","2104-64-5",0.509959282572764
"22781-23-3","22781-23-3","22781-23-3",0.640825495905892
"99-59-2","99-59-2","99-59-2",0.425653480217295
"NOCAS_47291","NOCAS_47291","NOCAS_47291",0.352126812491121
"73-31-4","73-31-4","73-31-4",0.5893933606125
"298-00-0","298-00-0","298-00-0",0.514633190760582
"6152-33-6","6152-33-6","6152-33-6",0.367193226849954
"94-26-8","94-26-8","94-26-8",1.31482958853498
"676116-04-4","676116-04-4","676116-04-4",0.469505229809092
