"","ID","ID-2","Zscore"
"2756-56-1","2756-56-1","2756-56-1",0.751328797777132
"112-29-8","112-29-8","112-29-8",0.125393825643026
"1194-65-6","1194-65-6","1194-65-6",0.361081236440652
"1929-73-3","1929-73-3","1929-73-3",1.04049262145335
"5146-66-7","5146-66-7","5146-66-7",0.106679272220812
"105-60-2","105-60-2","105-60-2",0.229119384598896
"584-84-9","584-84-9","584-84-9",1.26854801593078
"313994-79-5","313994-79-5","313994-79-5",1.0387457880668
"78491-02-8","78491-02-8","78491-02-8",1.10400704526358
"16672-87-0","16672-87-0","16672-87-0",0.256474234146624
"110-69-0","110-69-0","110-69-0",0.00201051132008918
"141-04-8","141-04-8","141-04-8",0.533527515584486
"111-87-5","111-87-5","111-87-5",0.474955526032514
"115-96-8","115-96-8","115-96-8",0.396678066068154
"104-66-5","104-66-5","104-66-5",0.629185009496819
"588941-45-1","588941-45-1","588941-45-1",0.264370470658239
"461023-63-2","461023-63-2","461023-63-2",1.14925092538069
"648917-13-9","648917-13-9","648917-13-9",0.535508980590792
"94-71-3","94-71-3","94-71-3",1.07363598595261
"181274-15-7","181274-15-7","181274-15-7",0.549493884715359
"118-52-5","118-52-5","118-52-5",0.396484009290016
"72-55-9","72-55-9","72-55-9",0.0592011580272461
"3871-99-6","3871-99-6","3871-99-6",3.4764412185857
"712-50-5","712-50-5","712-50-5",1.01466693094488
"219790-72-4","219790-72-4","219790-72-4",0.589625080107814
"13183-79-4","13183-79-4","13183-79-4",0.173668362055094
"5877-42-9","5877-42-9","5877-42-9",0.226520989438081
"101-84-8","101-84-8","101-84-8",0.538455232217238
"2465-27-2","2465-27-2","2465-27-2",0.335245487583201
"110-33-8","110-33-8","110-33-8",0.255096902468661
"140-11-4","140-11-4","140-11-4",1.34008979976312
"131-17-9","131-17-9","131-17-9",1.15394125240841
"1563-38-8","1563-38-8","1563-38-8",1.16650783309428
"116-06-3","116-06-3","116-06-3",0.696955166067476
"89-61-2","89-61-2","89-61-2",0.585953548921646
"6485-40-1","6485-40-1","6485-40-1",0.938587195033723
"3268-49-3","3268-49-3","3268-49-3",0.300770721037175
"112-53-8","112-53-8","112-53-8",0.444409899786575
"80-46-6","80-46-6","80-46-6",0.286753255775195
"2772-45-4","2772-45-4","2772-45-4",0.168536284472922
"930-55-2","930-55-2","930-55-2",0.371567047740635
"119446-68-3","119446-68-3","119446-68-3",0.179662670959953
"107-41-5","107-41-5","107-41-5",0.732332310010355
"131-18-0","131-18-0","131-18-0",0.940349182954822
"301-00-8","301-00-8","301-00-8",0.437100496262402
"108-01-0","108-01-0","108-01-0",0.0478340232877169
"174185-16-1","174185-16-1","174185-16-1",0.140369973042896
"80-26-2","80-26-2","80-26-2",1.2124190843155
"569-64-2","569-64-2","569-64-2",0.18269679665524
"15972-60-8","15972-60-8","15972-60-8",1.21588229571908
"141-66-2","141-66-2","141-66-2",0.0567499072752436
"NOCAS_47292","NOCAS_47292","NOCAS_47292",0.00982936089438609
"111-46-6","111-46-6","111-46-6",0.177203223298836
"1541-81-7","1541-81-7","1541-81-7",0.209240138737337
"283594-90-1","283594-90-1","283594-90-1",0.180148113287365
"319-86-8","319-86-8","319-86-8",1.33042699856614
"344930-95-6","344930-95-6","344930-95-6",1.3261032533658
"929-59-9","929-59-9","929-59-9",0.243355314162783
"107071-66-9","107071-66-9","107071-66-9",0.580060273381043
"112-60-7","112-60-7","112-60-7",0.572950937917421
"586-62-9","586-62-9","586-62-9",0.0150359698606969
"99129-21-2","99129-21-2","99129-21-2",0.563567406157271
"67-30-1","67-30-1","67-30-1",4.82049621933022
"599-64-4","599-64-4","599-64-4",0.590730691304003
"126-00-1","126-00-1","126-00-1",0.545717073383361
"96-23-1","96-23-1","96-23-1",0.510034333557443
"123-56-8","123-56-8","123-56-8",0.634047339579229
"89-75-8","89-75-8","89-75-8",0.544126171095597
"99-85-4","99-85-4","99-85-4",0.191800411794455
"552-30-7","552-30-7","552-30-7",0.0793827375173228
"NOCAS_47255","NOCAS_47255","NOCAS_47255",0.149906353059295
"839-90-7","839-90-7","839-90-7",1.11481632704105
"199119-58-9","199119-58-9","199119-58-9",1.1307001952315
"4638-48-6","4638-48-6","4638-48-6",1.04855175772924
"23135-22-0","23135-22-0","23135-22-0",0.281300478985195
"123-11-5","123-11-5","123-11-5",0.502498547073186
"1489-69-6","1489-69-6","1489-69-6",0.144882273247911
"684-93-5","684-93-5","684-93-5",0.130122254903
"55512-33-9","55512-33-9","55512-33-9",0.552518380518079
"110553-27-0","110553-27-0","110553-27-0",0.831211332145753
"141-93-5","141-93-5","141-93-5",0.32313192108347
"643-79-8","643-79-8","643-79-8",0.90746243549767
"5392-40-5","5392-40-5","5392-40-5",0.566200794075437
"13194-48-4","13194-48-4","13194-48-4",0.05089092512535
"928-96-1","928-96-1","928-96-1",0.628222002537404
"84-58-2","84-58-2","84-58-2",2.84097666105726
"1470-94-6","1470-94-6","1470-94-6",0.0262541783520101
"5655-61-8","5655-61-8","5655-61-8",0.713405153957951
"93-53-8","93-53-8","93-53-8",0.410360298145276
"144-74-1","144-74-1","144-74-1",0.104178507241604
"51384-51-1","51384-51-1","51384-51-1",1.00944548659441
"75330-75-5","75330-75-5","75330-75-5",0.12171200093783
"78-77-3","78-77-3","78-77-3",0.385686070178483
"97-86-9","97-86-9","97-86-9",0.935681911970264
"288104-79-0","288104-79-0","288104-79-0",0.478444768083348
"122454-29-9","122454-29-9","122454-29-9",0.356472954106544
"121-33-5","121-33-5","121-33-5",0.946543525757237
"1120-04-3","1120-04-3","1120-04-3",0.768559632733646
"3025-30-7","3025-30-7","3025-30-7",1.21981193283711
"87-25-2","87-25-2","87-25-2",1.17930936244063
"541-73-1","541-73-1","541-73-1",0.39562354513828
"134-31-6","134-31-6","134-31-6",0.724229686701859
"119-36-8","119-36-8","119-36-8",1.13128933953091
"163520-33-0","163520-33-0","163520-33-0",0.91848687500223
"4390-04-9","4390-04-9","4390-04-9",1.14325524336943
"76014-81-8","76014-81-8","76014-81-8",0.961005144836274
"10605-21-7","10605-21-7","10605-21-7",0.153776411947226
"136-60-7","136-60-7","136-60-7",1.36461707054047
"2761-24-2","2761-24-2","2761-24-2",0.0290509105997133
"90982-32-4","90982-32-4","90982-32-4",0.446042995415569
"86479-06-3","86479-06-3","86479-06-3",0.862224811004523
"79-43-6","79-43-6","79-43-6",0.571884226544363
"90325-47-6","90325-47-6","90325-47-6",0.613388949477247
"5216-25-1","5216-25-1","5216-25-1",0.050636614961576
"87674-68-8","87674-68-8","87674-68-8",0.475397532957022
"99-07-0","99-07-0","99-07-0",1.00560271776863
"68-11-1","68-11-1","68-11-1",0.314194748297443
"120-95-6","120-95-6","120-95-6",0.709993518201808
"1656-48-0","1656-48-0","1656-48-0",1.03468830644882
"120-82-1","120-82-1","120-82-1",0.171789435709217
"156052-68-5","156052-68-5","156052-68-5",0.886786276710393
"470-90-6","470-90-6","470-90-6",0.398789733260583
"NOCAS_48522","NOCAS_48522","NOCAS_48522",1.452490993627
"612-12-4","612-12-4","612-12-4",0.451256319340972
"2499-95-8","2499-95-8","2499-95-8",1.22290162535939
"127-19-5","127-19-5","127-19-5",0.289934697560012
"3064-70-8","3064-70-8","3064-70-8",2.46877501330559
"4107-98-6","4107-98-6","4107-98-6",0.258642142632179
"717-74-8","717-74-8","717-74-8",0.265846084533217
"599-79-1","599-79-1","599-79-1",0.311156903851147
"628-63-7","628-63-7","628-63-7",1.13086045573747
"111-30-8","111-30-8","111-30-8",0.0679414472442852
"2031-67-6","2031-67-6","2031-67-6",0.087264666632093
"51235-04-2","51235-04-2","51235-04-2",0.16326323251239
"263553-33-9","263553-33-9","263553-33-9",0.66859612577151
"104-40-5","104-40-5","104-40-5",0.927292441821269
"5694-00-8","5694-00-8","5694-00-8",0.101792986486101
"121-69-7","121-69-7","121-69-7",0.652446911983573
"99-97-8","99-97-8","99-97-8",0.726285936144264
"123-00-2","123-00-2","123-00-2",0.102320620576867
"101-86-0","101-86-0","101-86-0",1.06432036414464
"503-74-2","503-74-2","503-74-2",0.584875437244367
"3647-69-6","3647-69-6","3647-69-6",0.301737861996127
"NOCAS_47381","NOCAS_47381","NOCAS_47381",0.122334663612241
"97-74-5","97-74-5","97-74-5",0.350499778559745
"141-43-5","141-43-5","141-43-5",0.255901645499771
"3383-96-8","3383-96-8","3383-96-8",0.956702133862518
"93-76-5","93-76-5","93-76-5",0.170171044513373
"53-16-7","53-16-7","53-16-7",0.391539236938925
"147-81-9","147-81-9","147-81-9",0.159895911261832
"25956-17-6","25956-17-6","25956-17-6",1.13978907986362
"122008-85-9","122008-85-9","122008-85-9",0.244249975301624
"4672-49-5","4672-49-5","4672-49-5",0.690438067780781
"678-39-7","678-39-7","678-39-7",3.65405130664655
"17418-58-5","17418-58-5","17418-58-5",0.120969741861004
"140939-15-7","140939-15-7","140939-15-7",0.256075346148089
"14371-10-9","14371-10-9","14371-10-9",0.478960997799464
"486-56-6","486-56-6","486-56-6",0.592215947859814
"80-48-8","80-48-8","80-48-8",0.816531900338908
"109-52-4","109-52-4","109-52-4",0.788719666166539
"103-69-5","103-69-5","103-69-5",0.871265067657441
"107-07-3","107-07-3","107-07-3",0.667774424611832
"6359-90-6","6359-90-6","6359-90-6",0.333965557490766
"25057-89-0","25057-89-0","25057-89-0",0.719219345137452
"1929-82-4","1929-82-4","1929-82-4",0.295969430880773
"118-82-1","118-82-1","118-82-1",1.57799657570414
"3173-72-6","3173-72-6","3173-72-6",0.0326585526190786
"5138-18-1","5138-18-1","5138-18-1",0.308680165688869
"91-67-8","91-67-8","91-67-8",0.589679812040532
"104795-68-8","104795-68-8","104795-68-8",0.516772137725618
"76738-62-0","76738-62-0","76738-62-0",0.592394280334096
"21145-77-7","21145-77-7","21145-77-7",0.215802785303907
"120-65-0","120-65-0","120-65-0",1.1686339188761
"154-42-7","154-42-7","154-42-7",0.768007296636618
"10540-29-1","10540-29-1","10540-29-1",0.095791244872536
"14351-66-7","14351-66-7","14351-66-7",0.100013244792344
"123-01-3","123-01-3","123-01-3",0.42750866373067
"23593-75-1","23593-75-1","23593-75-1",0.0252683263977544
"24851-98-7","24851-98-7","24851-98-7",1.03443810443842
"533-74-4","533-74-4","533-74-4",0.0245020716397757
"20018-09-1","20018-09-1","20018-09-1",1.99001758364529
"133-07-3","133-07-3","133-07-3",0.0667517744950669
"2634-33-5","2634-33-5","2634-33-5",0.138652058030177
"97886-45-8","97886-45-8","97886-45-8",0.407018205250848
"104-90-5","104-90-5","104-90-5",0.787595109292013
"112-05-0","112-05-0","112-05-0",0.945957771864479
"50471-44-8","50471-44-8","50471-44-8",0.715182534653377
"118-58-1","118-58-1","118-58-1",1.1543805758742
"4468-42-2","4468-42-2","4468-42-2",0.298057227715816
"120-61-6","120-61-6","120-61-6",0.483799814369008
"4376-18-5","4376-18-5","4376-18-5",0.964124246012531
"111-44-4","111-44-4","111-44-4",0.316259207091489
"94-60-0","94-60-0","94-60-0",0.399241079261222
"134-32-7","134-32-7","134-32-7",0.648529816382213
"3026-63-9","3026-63-9","3026-63-9",0.0729361361758059
"1139-30-6","1139-30-6","1139-30-6",1.85768371300105
"50-22-6","50-22-6","50-22-6",0.151816617724942
"2610-11-9","2610-11-9","2610-11-9",2.66105011406917
"112-12-9","112-12-9","112-12-9",0.587980055729426
"60168-88-9","60168-88-9","60168-88-9",0.526726383707335
"17804-35-2","17804-35-2","17804-35-2",0.0495866679204417
"149413-74-1","149413-74-1","149413-74-1",0.627992457674637
"485-31-4","485-31-4","485-31-4",0.328122717530476
"99-08-1","99-08-1","99-08-1",0.402232710358995
"6789-88-4","6789-88-4","6789-88-4",1.41147407189511
"80844-07-1","80844-07-1","80844-07-1",0.0899325574000311
"4162-45-2","4162-45-2","4162-45-2",1.37221045765238
"487-06-9","487-06-9","487-06-9",0.375958838320833
"90-43-7","90-43-7","90-43-7",0.822570341650321
"625114-41-2","625114-41-2","625114-41-2",0.173053430795405
"36653-82-4","36653-82-4","36653-82-4",0.205144497213972
"239110-15-7","239110-15-7","239110-15-7",0.25160299885316
"103-65-1","103-65-1","103-65-1",0.32121326525879
"56-95-1","56-95-1","56-95-1",1.94126143889056
"115-28-6","115-28-6","115-28-6",0.923463766583535
"5349-51-9","5349-51-9","5349-51-9",0.112242127626168
"107-98-2","107-98-2","107-98-2",0.395514065114507
"2444-46-4","2444-46-4","2444-46-4",1.09199716829761
"57-50-1","57-50-1","57-50-1",1.81536446737512
"643-28-7","643-28-7","643-28-7",0.914350630915778
"97322-87-7","97322-87-7","97322-87-7",0.432673550123997
"151-21-3","151-21-3","151-21-3",0.0395759259637919
"512-42-5","512-42-5","512-42-5",0.992866228229715
"122-62-3","122-62-3","122-62-3",0.634677645828406
"23103-98-2","23103-98-2","23103-98-2",0.264646633754731
"87818-31-3","87818-31-3","87818-31-3",0.635376793367718
"142-08-5","142-08-5","142-08-5",0.0926261240450331
"86386-73-4","86386-73-4","86386-73-4",0.919078745108314
"140-38-5","140-38-5","140-38-5",0.18129020887907
"50-14-6","50-14-6","50-14-6",0.706923868935147
"16219-75-3","16219-75-3","16219-75-3",0.113763452674351
"208-96-8","208-96-8","208-96-8",0.0968780902235736
"189003-92-7","189003-92-7","189003-92-7",1.09944058050049
"13684-63-4","13684-63-4","13684-63-4",0.375443736212256
"110-93-0","110-93-0","110-93-0",0.945335125231591
"98967-40-9","98967-40-9","98967-40-9",0.465306310782824
"79277-27-3","79277-27-3","79277-27-3",1.01911438675968
"19044-88-3","19044-88-3","19044-88-3",0.112915960937841
"6317-18-6","6317-18-6","6317-18-6",1.52021316558737
"826-62-0","826-62-0","826-62-0",0.134962196389682
"105-87-3","105-87-3","105-87-3",1.09535979980704
"4712-55-4","4712-55-4","4712-55-4",0.500573497789594
"824-39-5","824-39-5","824-39-5",0.301596168714582
"123312-89-0","123312-89-0","123312-89-0",0.322504544610865
"3118-97-6","3118-97-6","3118-97-6",0.282576964464715
"153233-91-1","153233-91-1","153233-91-1",0.553970124921297
"6624-73-3","6624-73-3","6624-73-3",0.693874981654163
"16356-11-9","16356-11-9","16356-11-9",0.148963928171364
"1596-84-5","1596-84-5","1596-84-5",0.520094218487127
"103-56-0","103-56-0","103-56-0",1.383187602965
"69-65-8","69-65-8","69-65-8",0.440837197881901
"65-71-4","65-71-4","65-71-4",0.368638191937964
"110-85-0","110-85-0","110-85-0",0.565891202847072
"116-29-0","116-29-0","116-29-0",0.0973981754453742
"6381-77-7","6381-77-7","6381-77-7",0.304739831741301
"81335-37-7","81335-37-7","81335-37-7",0.443768970577345
"85264-33-1","85264-33-1","85264-33-1",0.283582796694451
"763-29-1","763-29-1","763-29-1",0.0658083151328955
"106-46-7","106-46-7","106-46-7",0.147449119323904
"123-77-3","123-77-3","123-77-3",0.974166856647397
"474-86-2","474-86-2","474-86-2",0.504266988196997
"860-22-0","860-22-0","860-22-0",1.18632239039551
"21564-17-0","21564-17-0","21564-17-0",0.637433727908929
"110-26-9","110-26-9","110-26-9",0.4306277468521
"1112-39-6","1112-39-6","1112-39-6",0.284412376023672
"1163-19-5","1163-19-5","1163-19-5",4.98831299634979
"24157-81-1","24157-81-1","24157-81-1",0.0179990522118096
"29420-49-3","29420-49-3","29420-49-3",2.42631108145062
"69806-50-4","69806-50-4","69806-50-4",0.376406861465059
"872-50-4","872-50-4","872-50-4",0.515246398351609
"NOCAS_47385","NOCAS_47385","NOCAS_47385",1.13966299317929
"95-53-4","95-53-4","95-53-4",0.628514219319803
"115-84-4","115-84-4","115-84-4",0.989321710146496
"589-66-2","589-66-2","589-66-2",1.06854557787912
"85509-19-9","85509-19-9","85509-19-9",0.139670552710501
"59227-89-3","59227-89-3","59227-89-3",0.202048844837772
"79-06-1","79-06-1","79-06-1",0.0852621984876268
"84-74-2","84-74-2","84-74-2",1.15515284624742
"1111-78-0","1111-78-0","1111-78-0",1.3150709374362
"584-13-4","584-13-4","584-13-4",0.16268422887254
"55406-53-6","55406-53-6","55406-53-6",0.319673431009197
"112529-15-4","112529-15-4","112529-15-4",0.435605956455417
"79983-71-4","79983-71-4","79983-71-4",0.52186062760964
"584-79-2","584-79-2","584-79-2",0.358503236166146
"420-04-2","420-04-2","420-04-2",1.5789067805478
"56070-16-7","56070-16-7","56070-16-7",0.504756692840506
"133-90-4","133-90-4","133-90-4",0.64457429083541
"94-80-4","94-80-4","94-80-4",1.13807732320241
"33228-45-4","33228-45-4","33228-45-4",0.979382669286429
"84-16-2","84-16-2","84-16-2",0.663306531786811
"544-01-4","544-01-4","544-01-4",0.306397605434511
"194098-25-4","194098-25-4","194098-25-4",0.448321242731278
"104-61-0","104-61-0","104-61-0",0.911961713187988
"101-81-5","101-81-5","101-81-5",0.0838159489736947
"2675-77-6","2675-77-6","2675-77-6",0.700622608352869
"131-52-2","131-52-2","131-52-2",0.518329438590574
"41484-35-9","41484-35-9","41484-35-9",2.29952271582067
"1918-02-1","1918-02-1","1918-02-1",0.0781300198998254
"108-74-7","108-74-7","108-74-7",0.999196211351019
"134-85-0","134-85-0","134-85-0",1.04337221199583
"493-52-7","493-52-7","493-52-7",0.721135261124212
"108-94-1","108-94-1","108-94-1",0.0605997690354943
"107-21-1","107-21-1","107-21-1",0.538813685688627
"249296-43-3","249296-43-3","249296-43-3",0.0448738007178576
"707-61-9","707-61-9","707-61-9",0.464945778776662
"109-78-4","109-78-4","109-78-4",0.439779146955197
"121-91-5","121-91-5","121-91-5",0.361077438289128
"60-33-3","60-33-3","60-33-3",0.313210971608244
"57-74-9","57-74-9","57-74-9",1.92961426646119
"28434-00-6","28434-00-6","28434-00-6",0.534555438410888
"79-24-3","79-24-3","79-24-3",0.396023390032046
"2439-01-2","2439-01-2","2439-01-2",1.49797293629857
"89-87-2","89-87-2","89-87-2",0.370936999678941
"88-10-8","88-10-8","88-10-8",0.638891497108977
"1675-54-3","1675-54-3","1675-54-3",0.65849643310957
"1638-22-8","1638-22-8","1638-22-8",0.68559566028464
"2386-87-0","2386-87-0","2386-87-0",0.816989025368929
"728-40-5","728-40-5","728-40-5",0.450538178052087
"4904-61-4","4904-61-4","4904-61-4",0.713028443792242
"77-71-4","77-71-4","77-71-4",0.443525986141984
"25812-30-0","25812-30-0","25812-30-0",1.24613405046274
"58-86-6","58-86-6","58-86-6",0.0990968579586573
"200940-23-4","200940-23-4","200940-23-4",0.338645224541432
"126-92-1","126-92-1","126-92-1",0.225699228233292
"646-06-0","646-06-0","646-06-0",0.321183583680673
"605-45-8","605-45-8","605-45-8",0.932585996220063
"51229-78-8","51229-78-8","51229-78-8",0.618575314561106
"81406-37-3","81406-37-3","81406-37-3",0.632394924589472
"309-00-2","309-00-2","309-00-2",1.24413600375364
"288-88-0","288-88-0","288-88-0",0.765830900401411
"123-33-1","123-33-1","123-33-1",0.639189657280983
"111-90-0","111-90-0","111-90-0",0.0227584797551193
"23386-52-9","23386-52-9","23386-52-9",0.26186862871819
"53-43-0","53-43-0","53-43-0",0.0287968287826995
"NOCAS_48509","NOCAS_48509","NOCAS_48509",0.25585195552582
"175178-82-2","175178-82-2","175178-82-2",0.424548532892673
"93-52-7","93-52-7","93-52-7",0.217396181578062
"87-91-2","87-91-2","87-91-2",0.452920925402237
"6359-82-6","6359-82-6","6359-82-6",0.274547207169885
"69377-81-7","69377-81-7","69377-81-7",0.165827701155922
"375-85-9","375-85-9","375-85-9",3.18131651250638
"565-80-0","565-80-0","565-80-0",0.392731927527674
"3825-26-1","3825-26-1","3825-26-1",3.47534012016756
"51-52-5","51-52-5","51-52-5",0.147831111720538
"101-67-7","101-67-7","101-67-7",0.865198312787878
"102-60-3","102-60-3","102-60-3",0.453482575034281
"80-54-6","80-54-6","80-54-6",1.02240104921755
"111-85-3","111-85-3","111-85-3",0.0276524612553101
"123343-16-8","123343-16-8","123343-16-8",0.338202709811843
"104-87-0","104-87-0","104-87-0",0.436081010471214
"629-62-9","629-62-9","629-62-9",1.04444220637974
"88-60-8","88-60-8","88-60-8",0.947778260232771
"159138-81-5","159138-81-5","159138-81-5",0.418396562836985
"109293-97-2","109293-97-2","109293-97-2",0.0602935035485438
"NOCAS_48516","NOCAS_48516","NOCAS_48516",0.440413284208821
"6174-86-3","6174-86-3","6174-86-3",0.524348158027842
"584-03-2","584-03-2","584-03-2",0.387672731751612
"123-02-4","123-02-4","123-02-4",0.578881236381199
"2550-40-5","2550-40-5","2550-40-5",0.836212278391144
"464-48-2","464-48-2","464-48-2",0.35754358111141
"1646-88-4","1646-88-4","1646-88-4",0.29455115485355
"6385-62-2","6385-62-2","6385-62-2",0.865717143968712
"924-16-3","924-16-3","924-16-3",0.432214804712043
"79-39-0","79-39-0","79-39-0",0.331448144943775
"124-13-0","124-13-0","124-13-0",0.422084980906081
"69-09-0","69-09-0","69-09-0",0.273053523585219
"187022-11-3","187022-11-3","187022-11-3",0.492595372084363
"3855-32-1","3855-32-1","3855-32-1",0.808422919028143
"122-01-0","122-01-0","122-01-0",0.402404621640032
"2164-17-2","2164-17-2","2164-17-2",0.340660766084015
"101-10-0","101-10-0","101-10-0",0.74408944441424
"103-09-3","103-09-3","103-09-3",1.14194859961026
"1260-17-9","1260-17-9","1260-17-9",2.799782943143
"NOCAS_47346","NOCAS_47346","NOCAS_47346",0.629620571589189
"628-81-9","628-81-9","628-81-9",0.48914758071212
"1582-09-8","1582-09-8","1582-09-8",0.204519703118205
"138261-41-3","138261-41-3","138261-41-3",0.355579875014442
"117428-22-5","117428-22-5","117428-22-5",0.511305405340304
"66-81-9","66-81-9","66-81-9",0.565757627560102
"123-07-9","123-07-9","123-07-9",0.515141867142116
"551-93-9","551-93-9","551-93-9",1.07600488825893
"98-53-3","98-53-3","98-53-3",0.220557531475914
"1120-71-4","1120-71-4","1120-71-4",0.103163980526928
"2231-57-4","2231-57-4","2231-57-4",0.394571128220748
"141112-29-0","141112-29-0","141112-29-0",0.250611964805257
"611-14-3","611-14-3","611-14-3",0.336079490021022
"129-17-9","129-17-9","129-17-9",1.21973803450761
"101-55-3","101-55-3","101-55-3",0.524541581682379
"298-02-2","298-02-2","298-02-2",0.151198802667178
"2481-94-9","2481-94-9","2481-94-9",0.338367308777231
"1879-09-0","1879-09-0","1879-09-0",0.990495751357811
"93-15-2","93-15-2","93-15-2",1.16461364092302
"824-78-2","824-78-2","824-78-2",0.172869869029081
"1459-93-4","1459-93-4","1459-93-4",0.739345841250403
"124-09-4","124-09-4","124-09-4",0.527158030590515
"615-20-3","615-20-3","615-20-3",0.0453874359086753
"444610-91-7","444610-91-7","444610-91-7",1.91025798871774
"103-24-2","103-24-2","103-24-2",0.468420302867119
"155990-20-8","155990-20-8","155990-20-8",0.463496975266458
"110235-47-7","110235-47-7","110235-47-7",0.510332102999607
"77-86-1","77-86-1","77-86-1",0.253526394856255
"1241-94-7","1241-94-7","1241-94-7",0.00743138773535306
"59756-60-4","59756-60-4","59756-60-4",0.103365748734691
"10094-34-5","10094-34-5","10094-34-5",1.4594051551142
"122-42-9","122-42-9","122-42-9",1.10426553260932
"3337-71-1","3337-71-1","3337-71-1",0.311311315833846
"98-95-3","98-95-3","98-95-3",0.216967255287836
"91-10-1","91-10-1","91-10-1",0.920003291190723
"1067-53-4","1067-53-4","1067-53-4",0.468608978835506
"84-66-2","84-66-2","84-66-2",1.14143216844971
"75-07-0","75-07-0","75-07-0",0.855378289931557
"146011-65-6","146011-65-6","146011-65-6",1.09369874404497
"96-09-3","96-09-3","96-09-3",0.553423645755888
"136-45-8","136-45-8","136-45-8",0.971598469956184
"1445-75-6","1445-75-6","1445-75-6",0.303840807607214
"95-57-8","95-57-8","95-57-8",0.532014392760525
"143-07-7","143-07-7","143-07-7",0.676300731388
"106-30-9","106-30-9","106-30-9",1.13651240769729
"627-93-0","627-93-0","627-93-0",0.506269420453015
"105-31-7","105-31-7","105-31-7",0.413233881369318
"3844-45-9","3844-45-9","3844-45-9",3.13386585456236
"311-45-5","311-45-5","311-45-5",0.454169034366009
"744-45-6","744-45-6","744-45-6",0.294505030829582
"112-18-5","112-18-5","112-18-5",0.00191640765736317
"147150-35-4","147150-35-4","147150-35-4",0.606685020171678
"3653-48-3","3653-48-3","3653-48-3",0.0103958333861147
"114-26-1","114-26-1","114-26-1",1.13781287392962
"142-04-1","142-04-1","142-04-1",0.142584851713407
"90-94-8","90-94-8","90-94-8",0.46453653933953
"10482-56-1","10482-56-1","10482-56-1",1.09673250312158
"1121-78-4","1121-78-4","1121-78-4",0.371148021412576
"57-97-6","57-97-6","57-97-6",1.09276867791732
"110-65-6","110-65-6","110-65-6",0.0236723431306038
"21087-64-9","21087-64-9","21087-64-9",0.371875715635964
"868-85-9","868-85-9","868-85-9",0.427096250929795
"929601-09-2","929601-09-2","929601-09-2",0.532437012265792
"18794-84-8","18794-84-8","18794-84-8",0.125827357780797
"104098-48-8","104098-48-8","104098-48-8",0.718454253643003
"19721-22-3","19721-22-3","19721-22-3",0.00241325613975963
"126-98-7","126-98-7","126-98-7",0.339437555628362
"1948-33-0","1948-33-0","1948-33-0",1.13430553159424
"110-42-9","110-42-9","110-42-9",0.932458727227949
"1569-60-4","1569-60-4","1569-60-4",0.938907164599327
"1207-12-1","1207-12-1","1207-12-1",0.290789640598664
"2491-38-5","2491-38-5","2491-38-5",0.431411197083093
"123-99-9","123-99-9","123-99-9",0.87008496425612
"620-17-7","620-17-7","620-17-7",0.89714919573704
"63-25-2","63-25-2","63-25-2",0.845804456609386
"59-30-3","59-30-3","59-30-3",1.422380117479
"142459-58-3","142459-58-3","142459-58-3",0.0239367852642865
"298-07-7","298-07-7","298-07-7",0.180290243422631
"289716-94-5","289716-94-5","289716-94-5",0.702006004219813
"109-55-7","109-55-7","109-55-7",0.0210104111673322
"119515-38-7","119515-38-7","119515-38-7",0.914458170567333
"103-11-7","103-11-7","103-11-7",1.22477018505794
"54-62-6","54-62-6","54-62-6",1.48948254061503
"63612-50-0","63612-50-0","63612-50-0",0.163803933363973
"133-06-2","133-06-2","133-06-2",0.0769681985107643
"13171-00-1","13171-00-1","13171-00-1",0.577011295864852
"57966-95-7","57966-95-7","57966-95-7",0.110011668966001
"13674-87-8","13674-87-8","13674-87-8",1.58663556772319
"49562-28-9","49562-28-9","49562-28-9",0.616527364309413
"119-07-3","119-07-3","119-07-3",0.260314059747855
"3737-41-5","3737-41-5","3737-41-5",0.592204040910278
"5234-68-4","5234-68-4","5234-68-4",0.888029081146904
"112-70-9","112-70-9","112-70-9",0.300661035071604
"98319-26-7","98319-26-7","98319-26-7",0.524838903631926
"77-89-4","77-89-4","77-89-4",0.142879970961
"614-45-9","614-45-9","614-45-9",1.18414235136987
"544-76-3","544-76-3","544-76-3",1.14999515350099
"98-06-6","98-06-6","98-06-6",0.222434851315533
"110-52-1","110-52-1","110-52-1",0.853892670221834
"27344-41-8","27344-41-8","27344-41-8",1.43167381174105
"140-10-3","140-10-3","140-10-3",0.833728376735018
"156-10-5","156-10-5","156-10-5",0.675595768538859
"10022-28-3","10022-28-3","10022-28-3",0.82821762006159
"13826-35-2","13826-35-2","13826-35-2",0.976067553719729
"609-23-4","609-23-4","609-23-4",3.79404954477826
"7492-66-2","7492-66-2","7492-66-2",0.81464045936537
"41372-08-1","41372-08-1","41372-08-1",0.153877632268768
"3164-85-0","3164-85-0","3164-85-0",0.838687975746406
"134-20-3","134-20-3","134-20-3",1.10643957914921
"6259-76-3","6259-76-3","6259-76-3",1.45297587586782
"196808-45-4","196808-45-4","196808-45-4",1.13956967453083
"103-34-4","103-34-4","103-34-4",0.66662348392546
"534-13-4","534-13-4","534-13-4",0.0596818074274752
"121-00-6","121-00-6","121-00-6",1.28664070575921
"78-48-8","78-48-8","78-48-8",1.28587497137804
"2859-67-8","2859-67-8","2859-67-8",0.686378296709815
