"ID"	"HalCount"	"OCount"	"NCount"	"RingCount"	"SingleBoundCount"	"DoubleBoundCount"	"NumAromaticHeterocycles"	"FractionCSP3"	"NumUnspecifiedStereocenters"	"MolLogP"	"MolLogP2"	"AWeightHeavyAtom"	"qed"	"BalabanJ"	"Ipc"	"Chi3c"	"Chi5ch"	"Chi6ch"	"Chiv4c"	"Chiv5ch"	"Chiv6ch"	"HallKierAlpha"	"bcutm1"	"bcutm2"	"CIC2"	"SIC0"	"SIC2"	"IC0"	"IC1"	"Cfrag16"	"Cfrag17"	"SEStatefrag16"	"SEStatefrag17"	"SEStatefrag32"	"MinEStateIndex"	"MinAbsEStateIndex"	"EStateVSA1"	"EStateVSA3"	"EStateVSA4"	"EStateVSA5"	"EStateVSA6"	"EStateVSA7"	"EStateVSA8"	"EStateVSA9"	"EStateVSA10"	"MATSm1"	"MATSm2"	"MATSm4"	"MATSe1"	"MATSe2"	"MATSe3"	"MATSe4"	"MATSe6"	"MATSe8"	"GATSm1"	"GATSm5"	"GATSm6"	"GATSe1"	"GATSe2"	"GATSe4"	"GATSe5"	"GATSe8"	"Rnc"	"Rpc"	"Mnc"	"Mpc"	"QOss"	"QNss"	"QCss"	"QOmin"	"QNmin"	"QHmin"	"QOmax"	"QNmax"	"QCmax"	"QHmax"	"SlogP_VSA1"	"SlogP_VSA2"	"SlogP_VSA3"	"SlogP_VSA7"	"SlogP_VSA8"	"SlogP_VSA10"	"SlogP_VSA11"	"SMR_VSA1"	"SMR_VSA3"	"SMR_VSA4"	"SMR_VSA6"	"SMR_VSA9"	"SMR_VSA10"	"PEOE_VSA1"	"PEOE_VSA3"	"PEOE_VSA4"	"PEOE_VSA5"	"PEOE_VSA6"	"PEOE_VSA7"	"PEOE_VSA9"	"PEOE_VSA10"	"PEOE_VSA12"	"PEOE_VSA13"	"PEOE_VSA14"	"VSA_EState1"	"VSA_EState2"	"VSA_EState3"	"VSA_EState4"	"VSA_EState7"	"VSA_EState8"	"BP_pred"	"LogVP_pred"	"LogWS_pred"	"LogHL_pred"	"RT_pred"	"LogKOA_pred"	"BioDeg_LogHalfLife_pred"	"ReadyBiodeg_pred"	"LogKM_pred"	"FUB_pred"	"ClCount"	"BrCount"	"PCount"	"SCount"	"NumRotatableBonds"	"TripleBoundCount"	"NumStereocenters"	"NumAmideBonds"	"Weiner"	"Tigdi"	"petitjean"	"Chi4pc"	"Chi3ch"	"dchi0"	"dchi1"	"skappa3"	"bcutm4"	"bcutm10"	"CIC3"	"Cfrag9"	"Cfrag10"	"Cfrag14"	"Cfrag19"	"Cfrag24"	"Cfrag25"	"Cfrag26"	"Cfrag28"	"Cfrag29"	"Cfrag30"	"Cfrag31"	"Cfrag32"	"Cfrag34"	"Cfrag35"	"Cfrag37"	"Cfrag41"	"Cfrag42"	"Cfrag45"	"Cfrag52"	"Cfrag53"	"MaxEStateIndex"	"MATSm6"	"MATSv1"	"MATSv4"	"MATSv7"	"MATSv8"	"MATSe7"	"GATSm4"	"GATSv1"	"GATSv5"	"GATSv6"	"GATSv7"	"SPP"	"LDI"	"Qmin"	"Qmax"	"SlogP_VSA5"	"ICount"	"NumHDonors"	"NumHAcceptors"	"ArBoundCount"	"NumAliphaticRings"	"NumAromaticCarbocycles"	"UI"	"Chi4c"	"Chi4ch"	"Chiv4pc"	"bcutm3"	"bcutm9"	"bcutv1"	"CIC4"	"CIC5"	"CIC6"	"IC2"	"Cfrag50"	"Cfrag51"	"MATSv3"	"MATSv5"	"FpDensityMorgan1"	"LogP_pred"	"NumHeteroatoms"	"Fcount"	"bcutm11"	"CIC1"	"Cfrag18"	"Cfrag48"	"Hato"	"NumAliphaticHeterocycles"	"HeavyAtomCount"	"Aff"
"83-41-0"	"83-41-0"	0	2	1	1	4	1	0	0.25	0	2.21164	4.891351	12.91755	0.455842	3.273581	275.3636	0.898	0	0.068	0	0	0.024	-1.38	3.877153	3.210818	1.213233	0.369155	0.719284	1.595462	2.357717	0	3	0	1.904352	0	-0.3587963	0.1990741	0	0	11.126903	6.066367	12.990104	12.990104	0	0	10.114318	0.459818	0.27827	-0.702811	0.451433	0.28077	-0.205218	-0.700263	0	0	0.202534	2.972489	0	0.206536	0.492883	1.932735	2.983525	0	0.347352	0.365852	-0.106233	0.057202	0.133439	0.003905	0.085946	-0.258301	0.062488	0.027979	-0.258301	0.062488	0.272058	0.069554	0	4.923311	0	0	0	5.687386	0	4.923311	0	0	0	0	5.687386	0	0	0	0	12.132734	19.410926	4.923311	0	0	5.687386	0	0	10.02074074	10.37954	1.904352	0	3.620833333	242	-0.45	-2.32	-4.98	9.73	4.58	0.61	0	-0.78	0.2	0	0	0	0	1	0	0	0	146	687	0.4	2.125	0	1.935	1.793	1.367607	2.668528	1.412223	1.075489	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10.379537	0	0.571942	-0.729806	0	0	0	1.932416	0.16721	2.753818	0	0	0.530359	0.112673	-0.258301	0.272058	11.126903	0	0	2	6	0	1	3	0	0	0.852	2.899279	1.985366	3.86	1.2	0.837744	0.775489	3.108695	0	0	-0.236494	-1.118419	1.3636364	2.83	3	0	1.409913	1.964211	0	0	1.609756	0	11	0
"957-51-7"	"957-51-7"	0	1	1	2	6	1	0	0.1875	0	2.9067	8.448905	12.34344	0.806147	2.452111	15043.25	0.97	0	0.204	0	0	0.064	-2.09	3.903066	3.682732	2.178252	0.256444	0.57533	1.315372	2.080536	1	2	0.1040741	2.06	0	-0.22	0.1040741	0	0	11.126903	0	18.995254	60.663671	0	0	4.794537	-0.064394	0.271299	-0.19664	-0.062857	0.266891	-0.145088	-0.195267	-0.088294	0.110368	0.696246	1.349246	0.944472	0.688393	0.457123	1.45202	1.348304	0	0.270177	0.181329	-0.092003	0.061335	0.074979	0.121104	0.100924	-0.273823	-0.348	0.045701	-0.273823	-0.348	0.233559	0.062598	0	24.902433	4.794537	0	0	0	0	4.794537	4.89991	0	14.095344	0	5.90718	4.89991	0	0	0	60.663671	11.126903	5.917906	0	5.90718	0	0	0	14.01334089	0	2.06	0	0	327	-7.51	-2.97	-8.04	17.87	8.87	0.69	0	-0.66	0.3	0	0	0	0	3	0	0	1	575	3587	0.5	2.479	0	2.252	2.689	2.591474	2.956024	1.886071	1.900838	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	12.369822	-0.088915	-0.086526	-0.212912	0.120342	0.120342	0.110368	1.453035	0.822654	1.360415	0.95229	0	0.581559	0.105494	-0.348	0.233559	17.044809	0	0	1	12	0	2	3.807355	0	0	1.022	3.432876	2.026695	3.906	1.585994	1.643136	1.757422	2.951031	0	0	-0.145053	-0.189108	0.8333333	2.81	2	0	1.654562	3.048747	0	0	1.862069	0	18	0
"95-63-6"	"95-63-6"	0	0	0	1	3	0	0	0.333333	0	2.61186	6.821813	12.011	0.493393	3.171678	104.2009	0.76	0	0.068	0	0	0.024	-0.78	3.843239	3.053273	2.001862	0.224307	0.544236	0.985228	1.664498	0	3	0	4.105278	0	1.345463	1.345463	0	0	0	16.690354	0	0	38.970313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134276	0.142914	-0.048857	0.036643	0	0	0.022001	0	0	0.027965	0	0	-0.039502	0.062841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.762553	31.898115	0	0	0	0	0	0	0	0	4.105278	0	6.392407407	170	0.32	-3.32	-2.21	11.11	4.54	0.6	0	-0.31	0.16	0	0	0	0	0	0	0	0	84	342	0.4	1.478	0	0.621	0.96	1.317455	2.415955	1.531183	2.061153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.203704	0	0	0	0	0	0	0	0	0	0	0	0.121884	0.049093	-0.059043	0.062841	16.690354	0	0	0	6	0	1	2.807355	0	0	0.79	2.828681	2.007108	3.858	1.631651	1.274042	1.196163	2.390456	0	0	0	0	0.8888889	3.63	0	0	1.411779	2.72782	0	0	1.636364	0	9	0
"108-93-0"	"108-93-0"	0	1	0	1	7	0	0	1	0	1.3114	1.71977	12.58071	0.486325	2.122918	47.19725	0.289	0	0.102	0	0	0.102	-0.04	3.617673	2.874835	2.209167	0.274825	0.479942	1.167437	1.634065	0	0	0	0	0	0.03587963	0.03587963	0	0	12.841643	19.262465	0	0	0	5.106527	0	0	-0.125	-1	0	-0.125	-0.3	-1	0	0	0.5	0	0	0.5	0.875	3.5	0	0	0.653089	0.349601	-0.100326	0.046304	0.154552	0	0.012365	-0.393131	0	0.026656	-0.393131	0	0.053985	0.210445	0	11.210494	0	0	0	0	0	5.106527	0	0	0	0	0	5.106527	0	0	0	19.262465	12.841643	6.103966	0	0	0	0	0	0	8.909167	0	5.924166667	0	161	-0.1	-0.44	-5.36	3.18	5.17	0.66	1	-1.08	0.78	0	0	0	0	0	0	0	0	42	139	0.25	0.408	0	0.553	0.319	1.475063	1.95061	1.371909	1.743127	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8.909167	0	0	-1	0	0	0	3.5	0.5	0	0	0	0.603576	0.103478	-0.393131	0.210445	32.104108	0	1	1	0	1	0	0	0	0	0.183	2.747195	1.956778	3.636	1.637864	1.49287	1.537857	2.038761	0	0	-0.3	0	1	1.23	1	0	1.339274	2.613863	0	0	1.826087	0	7	0
"123312-89-0"	"123312-89-0"	0	1	5	2	8	3	1	0.2	0	0.8166	0.666836	12.884	0.744752	2.074223	5615.727	0.895	0	0.17	0	0	0.043	-2.24	3.814	3.669247	0.64851	0.354406	0.863612	1.685159	3.200289	2	1	0.4802565	0.8430234	0	-0.3280182	0.3280182	0	6.544756	11.275136	5.008913	18.608288	19.056471	20.612585	0	4.794537	-0.068701	0.109884	-0.193834	-0.069355	0.113633	0.087045	-0.197294	-0.389123	-0.280045	0.817604	1.165664	1.360201	0.811326	0.739164	1.177559	1.173275	1.265648	0.186621	0.253045	-0.157212	0.078606	0.05984	0.22765	0.149096	-0.244621	-0.264051	0.029367	-0.244621	-0.175963	0.358034	0.195215	5.425791	34.495048	0	0	0	4.794537	0	4.794537	15.418682	10.202815	6.544756	0	17.9574	0	15.229241	10.202815	0	6.066367	12.990104	18.471042	0	0	0	6.031115	0	15.28779597	9.180482	4.015009	4.943676907	2.230781919	259	-4.08	-2.88	-6.14	9.56	6.7	0.53	1	-0.44	0.99	0	0	0	0	2	0	0	2	478	1904	0.444444	1.802	0	2.59	2.952	2.411787	2.95522	1.753664	0.324255	1	0	0	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	11.339444	-0.391178	-0.053799	-0.13335	0.121157	-0.235503	0.107096	1.172723	0.891221	1.052766	1.30839	0.8759	0.622085	0.160479	-0.264051	0.358034	12.487189	0	1	4	6	1	0	3.321928	0	0	0.505	3.155066	1.894324	3.764	0.324255	0.250181	0.472403	4.106377	0	0	0.062554	-0.130624	1.625	-0.18	6	0	1.357307	1.554599	0	0	1.92	1	16	0
"98-00-0"	"98-00-0"	0	2	0	1	2	0	1	0.2	0	0.7719	0.59583	13.15043	0.562462	2.762608	66.31311	0.204	0.144	0	0	0.039	0	-0.76	3.800434	2.892385	0.673453	0.394679	0.818007	1.460485	2.653544	0	1	0	0.6111111	0	-0.006944444	0.006944444	0	5.760247	0	6.263163	12.132734	0	0	9.523678	0	-0.2	-0.3	-1	-0.2	-0.3	0.575	-1	0	0	0.9	0	0	0.9	1.05	2.1	0	0	0.520562	0.234899	-0.224233	0.099659	0.368866	0	0.035874	-0.466909	0	0.064877	-0.38841	0	0.128644	0.210689	0	5.106527	6.606882	0	0	0	0	9.523678	0	0	0	0	0	9.523678	0	0	0	0	12.132734	6.263163	12.367129	0	0	0	4.73263889	0	8.332731	0	1.533287037	-0.006944444	171	-0.22	1.01	-6.75	0	4.27	0.65	1	-0.57	0.66	0	0	0	0	1	0	0	0	43	133	0.5	0.493	0	1.318	1.367	0.810153	1.999974	1.46246	0.153846	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	8.332731	0	-0.2	-1	0	0	0	2.1	0.9	0	0	0	0.677598	0.214993	-0.466909	0.210689	5.760247	0	1	2	5	0	0	2.584963	0	0	0.133	2.181542	1.638244	3.722	0.461538	0.307692	0.153846	3.026987	0	0	0.575	0	1.7142857	0.28	2	0	0.952042	1.046895	0	0	1.826087	0	7	0
"243973-20-8"	"243973-20-8"	0	4	2	3	18	2	1	0.565217	0	3.73172	13.925734	12.69872	0.733877	2.326049	2205647	3.015	0.064	0.056	0.25	0.025	0.021	-2.34	4.113886	3.807889	2.054481	0.242507	0.653588	1.438247	2.600911	1	6	-0.3536816	5.127198	3.4438369	-0.6752227	0.124572	5.41499	37.746717	29.531998	5.563451	9.363606	20.771212	32.903946	9.473726	9.589074	-0.09774	0.135385	0.00875	-0.098367	0.135257	-0.018779	0.009051	-0.097186	-0.135479	0.869072	1.190522	1.048107	0.866939	0.708423	0.925454	1.187186	1.044205	0.168867	0.131866	-0.120372	0.058718	0.442184	0.121362	0.29545	-0.406538	-0.24803	0.023372	-0.25114	-0.244628	0.317459	0.062864	10.29613	28.546675	35.462556	0	11.126903	0	5.879988	14.268263	9.363606	5.41499	13.213764	17.006891	5.969305	9.473726	9.363606	0	0	31.54366	57.226947	31.718267	5.563451	5.879988	5.559267	5.969305	14.90750586	26.31878643	0	3.986035	1.592066878	13.541355865	364	-6.82	-5.42	-7.96	23.81	11.71	1.14	0	0.42	0.08	0	0	0	0	4	0	0	0	1958	19560	0.5	6.153	0	2.92	3.235	4.035707	3.29082	1.850002	1.566375	6	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	13.535318	-0.099366	-0.080366	0.00298	-0.04661	-0.115638	-0.043121	0.925795	0.902288	1.247836	1.092172	0.988893	0.723997	0.129028	-0.406538	0.317459	51.30904	0	0	6	11	1	1	3.807355	0.289	0	2.446	3.58325	2.03706	4.03	1.468014	1.369654	1.271293	3.876257	0	0	0.041681	-0.080706	1.0344828	3.3	6	0	1.729962	3.329826	0	0	1.748744	1	29	0
"60-35-5"	"60-35-5"	0	1	1	0	2	1	0	0.5	0	-0.5084	0.258471	13.507	0.401031	2.803039	3.245112	0.577	0	0	0	0	0	-0.53	3.343957	2.245833	1.278864	0.52296	0.596563	1.657743	2.419382	1	0	-0.3333333	0	0	-0.3333333	0.3333333	0	0	0	6.923737	0	0	5.733667	0	4.794537	-0.27286	-0.393807	0	-0.269755	-0.396911	0	0	0	0	0.90929	0	0	0.904633	1.095367	0	0	0	0.57297	0.33114	-0.32281	0.092231	0.07601	0.136841	0.04592	-0.275698	-0.369921	0.033015	-0.275698	-0.369921	0.21379	0.159089	5.733667	5.90718	4.794537	0	0	0	0	4.794537	0	5.733667	0	0	5.90718	5.733667	0	0	0	0	0	0	0	5.90718	0	0	0	9.22222222	0	4.472222	0	1.305555556	222	-1.4	1.58	-7.05	0	4.24	0.66	1	-0.99	0.95	0	0	0	0	0	0	0	1	9	18	0.5	0	0	1.092	0.739	1.156009	0.083	1.02199	0.750543	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9.222222	0	-0.311871	0	0	0	0	0	0.967807	0	0	0	0.583711	0.298205	-0.369921	0.21379	6.923737	0	1	1	0	0	0	1	0	0	0	1.828032	1.58601	3.237	0.972765	3.169925	3.169925	1.891061	0	0	0	0	2	-1.17	2	0	0.140823	0.750543	0	0	1.2	0	4	0
"57018-04-9"	"57018-04-9"	2	3	0	1	9	1	0	0.333333	0	4.19792	17.622532	18.12769	0.779099	3.108551	2728.735	1.823	0	0.056	0.112	0	0.021	0.17	4.629616	4.008012	1.194988	0.428752	0.748682	2.038667	2.873086	0	4	0	1.993613	0	-2.807602	0.2925617	6.718607	15.794778	5.563451	14.219595	12.132734	6.923737	0	48.579977	0	0.142019	-0.217565	0.12732	-0.471684	0.340777	-0.154725	-0.320425	-0.218227	0.424824	0.651504	0.884351	1.427382	1.397954	0.690381	1.222272	0.801004	0	0.312265	0.281621	-0.149776	0.074888	0.360659	0	0.052761	-0.42093	0	0.027966	-0.302884	0	0.16586	0.064267	4.523747	14.219595	20.85435	10.045267	0	0	5.749512	13.571241	0	0	14.219595	5.749512	41.727343	13.571241	0	0	0	23.20188	24.619923	10.045267	0	0	0	6.718607	15.42509999	0	0.7654167	0.9356346	0	-0.928364198	362	-3.37	-5.57	-5.33	16.07	9	0.76	0	-0.11	0.01	2	0	1	1	4	0	0	0	427	2258	0.5	3.488	0	0.131	0.181	3.32937	3.175806	1.438756	1.194988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00572	-0.419381	-0.547767	0.26543	0.052308	0.013909	-0.235192	1.09966	1.797774	1.062883	0.647067	0.428498	0.800552	0.186629	-0.42093	0.379622	5.563451	0	0	4	6	0	1	3	0.177	0	2.468	3.498944	1.889143	3.859	1.343136	1.194988	1.194988	3.5599	0	0	-0.107011	-0.178767	1.125	4.56	7	0	1.394129	1.881801	0	0	1.586777	0	16	0
"62-75-9"	"62-75-9"	0	1	2	0	3	1	0	1	0	0.2294	0.052624	13.607	0.329191	2.825749	9.651484	0.408	0	0	0	0	0	-0.6	3.37042	2.559155	1.842242	0.48731	0.467473	1.685816	1.867634	0	0	0	0	0	1.194444	1.194444	0	0	0	5.008913	14.095344	0	5.285885	0	4.907065	-0.01796	0.25	0	-0.015652	0.249823	-1.718342	0	0	0	0.535919	0	0	0.531303	0.531303	0	0	0	0.680866	0.132088	-0.196085	0.043575	0.015664	0.073981	0.001527	-0.125155	-0.267016	0.047518	-0.125155	0.051801	0.02763	0.047518	0	19.104256	0	0	0	0	0	0	5.008913	5.285885	14.095344	0	0	0	0	0	4.907065	0	0	5.285885	0	0	0	0	0	9.18055556	3.666667	0	0	0	154	0.43	1.13	-4.44	0	1.38	0.88	0	-0.82	0.93	0	0	0	0	1	0	0	0	18	36	0.333333	0.408	0	0.982	0.993	3.4	0.886206	1.248907	1.591798	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	9.180556	0	-0.068933	0	0	0	0	0	0.637865	0	0	0	0.318817	0.120439	-0.267016	0.051801	0	0	0	2	0	0	0	1	0	0	0.082	2.330907	1.620072	3.212	1.773616	3.459432	3.459432	1.61719	0	0	-1.526457	0	1.6	-0.57	3	0	0.441709	1.591798	0	0	1.304348	0	5	0
"57-30-7"	"57-30-7"	0	3	2	2	9	3	0	0.25	1	-0.2929	0.08579	12.94959	0.709755	2.588782	7460.405	1.291	0	0.15	0.044	0	0.046	-2.17	3.909961	3.599892	1.138368	0.347516	0.763203	1.670634	2.965076	3	1	-2.184115	0.556713	0	-1.365903	0.2623611	23.25103	5.563451	0	0	37.255573	0	10.309193	0	14.695602	-0.066496	0.341874	0.259895	-0.064527	0.333432	-0.286109	0.262481	-0.568089	-1.196191	0.694968	1.215933	1.719497	0.690245	0.425548	0.969966	1.21368	3.140609	0.36188	0.199096	-0.179767	0.089131	0.863194	0.147401	0.182105	-0.845702	-0.321256	0.023096	-0.270934	-0.210228	0.266185	0.16983	10.423316	17.83604	15.004065	0	0	0	0	14.695602	5.316789	4.992405	0	0	17.83604	10.423316	4.992405	0	0	37.255573	11.984273	6.02168	0	5.90718	5.90718	0	0	27.20018424	13.08412	-0.8091898	0.262361111	1.718051776	274	-9.29	-1.99	-9.55	10	9.01	0.52	0	-0.56	0.25	0	0	0	0	2	0	1	2	458	3236	0.5	3.758	0	3.2	2.827	1.595456	2.913685	1.730472	0.795167	1	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	11.955791	-0.570204	-0.096286	0.21219	-0.635277	-1.152562	-0.675664	0.970288	0.770775	1.243817	1.687086	1.892168	1.111887	0.200624	-0.845702	0.266185	18.90801	0	1	3	6	1	1	3.321928	0.068	0	1.461	3.134312	1.996311	3.883	0.669817	0.669817	0.839635	3.668987	0	0	-0.307669	-0.354928	1.2941176	-1.41	5	0	1.450178	1.842279	0	0	1.773913	1	17	0
"141-66-2"	"141-66-2"	0	5	1	0	11	3	0	0.625	0	1.3959	1.948537	14.7376	0.410484	4.546443	1196.208	1.784	0	0	0.037	0	0	-0.84	4.376278	3.588064	1.347563	0.351416	0.727996	1.740982	2.607264	2	0	-0.1046394	0	0	-3.56275	0.1673457	7.822697	0	0	32.119262	14.095344	0	9.047494	4.523747	9.359585	0.311634	-0.226995	-0.080613	-0.697433	0.713962	-0.502729	-0.08204	0.953229	0.524901	1.466549	0.960783	1.543395	1.584421	0.391479	0.951548	1.103808	0	0.226225	0.292676	-0.25806	0.075267	0.443737	0.119147	0.080802	-0.408656	-0.345177	0.031194	-0.215772	-0.345177	0.248914	0.071701	0	39.122029	22.930827	0	0	0	0	22.930827	4.89991	0	28.314939	0	13.729877	9.423657	4.565048	0	0	0	6.923737	0	5.759165	5.90718	0	7.822697	25.45193594	12.57247764	0	0	1.199097222	1.492152778	310	-3.8	0.62	-10.3	0.75	7.38	0.62	0	-0.51	0.84	0	0	1	0	5	0	0	1	400	1559	0.5	3.232	0	1.653	1.231	4.969957	2.789496	1.578226	1.347563	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	11.48005	-0.324184	-0.949061	0.03998	-0.276787	0.09465	-0.8258	0.63184	2.430357	1.33528	0.708075	0.692359	0.93735	0.236166	-0.408656	0.528694	6.923737	0	0	5	0	0	0	2	0.177	0	1.254	3.159024	1.744036	3.664	1.347563	1.525297	1.645792	3.606634	0	0	-0.103033	-0.433824	1.2666667	0	7	0	1.437985	2.346932	0	0	1.463415	0	15	0
"131-52-2"	"131-52-2"	5	1	0	1	6	0	0	0	0	4.0272	16.21834	22.11083	0.512847	3.603567	416.3144	1.155	0	0.037	0	0	0.016	0.47	4.200458	3.650248	1.800803	0.369603	0.497679	1.325011	1.650022	0	6	0	-1.18679	0	-0.6132099	0.00654321	5.749512	0	0	0	0	0	0	58.004699	5.106527	0	-0.265045	-0.040973	0	-0.328744	-0.142464	-0.002753	0	0	0.82277	0.450703	0	0.910357	1.213809	0.925501	0.030288	0	0.646018	0.232647	-0.192472	0.069461	0.757567	0	0.029413	-0.870383	0	0	-0.870383	0	0.0808	0	5.106527	0	0	25.113167	0	0	5.749512	5.106527	0	0	0	5.749512	58.004699	5.106527	0	0	0	63.754211	0	25.113167	0	0	0	0	0	0	10.49741	0	0	0	309	-3.96	-3.82	-7.61	15.62	8.46	1.32	0	-0.2	0.03	5	0	0	0	0	0	0	0	174	1062	0.2	3.643	0	0.386	0.925	1.568118	3.239098	0.58706	1.625815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.070988	0	0	-0.158602	0	0	0	1.048122	0.553203	1.744627	0	0	0.951183	0.154684	-0.870383	0.0808	0	0	0	1	6	0	1	2.807355	0	0	2.277	3.543573	1.684487	3.827	1.759951	1.5	1.355389	1.784159	0	0	-0.1202	-0.110217	0.5833333	4.68	6	0	0.513098	1.93494	0	0	1.5	0	12	0
"141-22-0"	"141-22-0"	0	3	0	0	18	2	0	0.833333	0	5.0793	25.799288	12.58071	0.327278	3.25691	33160.2	0.697	0	0	0	0	0	-0.83	3.629028	3.518476	3.088941	0.205008	0.465707	1.185227	1.888529	1	0	-0.6887175	0	0	-0.6887175	0.1721066	5.969305	6.420822	51.366573	25.683286	0	0	19.075777	5.106527	9.901065	-0.008333	0.222222	-0.092593	-0.008333	0.222222	-0.078947	-0.092593	-0.125	-0.102564	0.583333	0.915033	0.972222	0.583333	0.740741	0.864198	0.915033	0.897436	0.252963	0.15919	-0.105688	0.051416	0.44963	0	0.142758	-0.48123	0	0.023035	-0.252486	0	0.30284	0.296268	0	22.286326	4.794537	0	0	0	0	15.007592	0	0	0	0	5.969305	10.213055	0	0	0	64.021529	32.104108	6.103966	0	0	0	5.969305	0	10.33016325	18.30311	0	17.355711278	2.19972995	347	-6.56	-1.94	-8.2	24.66	9.17	0.57	1	-0.53	0.02	0	0	0	0	15	0	1	0	1444	3082	0.5	0.697	0	2.034	1.451	17.117993	3.308008	1.899271	2.170203	13	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	10.330163	-0.125	-0.008333	-0.092593	-0.144444	-0.102564	-0.144444	0.864198	0.583333	0.915033	0.972222	1.037037	0.78407	0.114421	-0.48123	0.30284	90.394418	0	2	2	0	0	0	1.584963	0	0	0.211	3.434629	1.937755	3.65	1.783875	1.898248	1.91455	2.692419	0	0	-0.078947	-0.107843	0.952381	6.02	3	0	1.806067	3.892831	0	0	1.726027	0	21	0
"862243-29-6"	"862243-29-6"	4	5	2	4	11	3	1	0	0	5.7157	32.669226	14.50482	0.320551	2.019714	29511790	2.974	0	0.24	0	0	0.086	-3.95	4.171407	3.95843	1.233802	0.351902	0.776629	1.943755	3.574676	2	9	-2.809561	-3.259509	1.2269399	-1.536538	0.01455247	34.565294	6.066367	12.263211	34.898935	6.066367	0	5.316789	23.20188	33.377496	0.00319	-0.042603	0.066199	-0.020649	0.003531	-0.145335	0.242401	-0.147472	0.383515	0.538817	1.041924	1.203328	0.67741	0.741507	0.689081	0.845353	0.885378	0.148059	0.105634	-0.179202	0.115201	0.660399	0.221879	0.376067	-0.477583	-0.350671	0.062297	-0.246168	-0.314497	0.340737	0.296662	10.745579	26.718765	0	10.045267	16.590311	20.155603	0	28.582959	4.5671	0	5.316789	5.687386	57.418188	20.096943	18.369904	0	0	35.334614	30.331835	38.187578	11.380672	5.42879	0	11.938611	28.87808161	36.42045044	21.25114	-1.793939	1.008643846	0	365	-9.29	-3.82	-9	16.2	9.44	1.94	0	-0.46	0.01	2	0	0	0	5	0	0	0	3256	28443	0.5	6.93	0	6.445	5.876	4.065737	3.679046	1.904941	0.573142	0	0	0	0	1	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	14.268151	0.144349	-0.031798	0.086671	-0.125023	-0.170519	-0.417728	0.857698	0.5985	0.674219	1.048546	1.128325	0.81832	0.225887	-0.477583	0.340737	20.715977	0	3	5	23	0	3	4.754888	0	0	2.282	3.817301	2.114302	4.095	0.494671	0.173913	0.217391	4.28976	0	0	-0.139424	0.081003	0.9117647	4.27	11	2	1.83288	1.948886	2	0	1.789474	0	34	0
